date,agency_cd,site_no,CFS,status
1998-08-29,USGS,06043500,605,A
1998-08-30,USGS,06043500,594,A
1998-08-31,USGS,06043500,586,A
1998-09-01,USGS,06043500,582,A
1998-09-02,USGS,06043500,573,A
1998-09-03,USGS,06043500,565,A
1998-09-04,USGS,06043500,560,A
1998-09-05,USGS,06043500,556,A
1998-09-06,USGS,06043500,558,A
1998-09-07,USGS,06043500,557,A
1998-09-08,USGS,06043500,546,A
1998-09-09,USGS,06043500,555,A
1998-09-10,USGS,06043500,556,A
1998-09-11,USGS,06043500,573,A
1998-09-12,USGS,06043500,571,A
1998-09-13,USGS,06043500,570,A
1998-09-14,USGS,06043500,547,A
1998-09-15,USGS,06043500,535,A
1998-09-16,USGS,06043500,527,A
1998-09-17,USGS,06043500,522,A
1998-09-18,USGS,06043500,517,A
1998-09-19,USGS,06043500,532,A
1998-09-20,USGS,06043500,549,A
1998-09-21,USGS,06043500,555,A
1998-09-22,USGS,06043500,537,A
1998-09-23,USGS,06043500,545,A
1998-09-24,USGS,06043500,526,A
1998-09-25,USGS,06043500,524,A
1998-09-26,USGS,06043500,625,A
1998-09-27,USGS,06043500,576,A
1998-09-28,USGS,06043500,535,A
1998-09-29,USGS,06043500,526,A
1998-09-30,USGS,06043500,521,A
1998-10-01,USGS,06043500,519,A
1998-10-02,USGS,06043500,517,A
1998-10-03,USGS,06043500,540,A
1998-10-04,USGS,06043500,533,A
1998-10-05,USGS,06043500,523,A
1998-10-06,USGS,06043500,518,A
1998-10-07,USGS,06043500,513,A
1998-10-08,USGS,06043500,505,A
1998-10-09,USGS,06043500,496,A
1998-10-10,USGS,06043500,500,A
1998-10-11,USGS,06043500,507,A
1998-10-12,USGS,06043500,504,A
1998-10-13,USGS,06043500,498,A
1998-10-14,USGS,06043500,505,A
1998-10-15,USGS,06043500,495,A
1998-10-16,USGS,06043500,507,A
1998-10-17,USGS,06043500,501,A
1998-10-18,USGS,06043500,507,A
1998-10-19,USGS,06043500,489,A
1998-10-20,USGS,06043500,476,A
1998-10-21,USGS,06043500,481,A
1998-10-22,USGS,06043500,487,A
1998-10-23,USGS,06043500,501,A
1998-10-24,USGS,06043500,501,A
1998-10-25,USGS,06043500,491,A
1998-10-26,USGS,06043500,482,A
1998-10-27,USGS,06043500,478,A
1998-10-28,USGS,06043500,488,A
1998-10-29,USGS,06043500,496,A
1998-10-30,USGS,06043500,475,A
1998-10-31,USGS,06043500,462,A
1998-11-01,USGS,06043500,462,A
1998-11-02,USGS,06043500,490,A
1998-11-03,USGS,06043500,481,A
1998-11-04,USGS,06043500,458,A
1998-11-05,USGS,06043500,470,A
1998-11-06,USGS,06043500,466,A
1998-11-07,USGS,06043500,455,A
1998-11-08,USGS,06043500,460,A
1998-11-09,USGS,06043500,447,A
1998-11-10,USGS,06043500,411,A
1998-11-11,USGS,06043500,411,A
1998-11-12,USGS,06043500,432,A
1998-11-13,USGS,06043500,461,A
1998-11-14,USGS,06043500,481,A
1998-11-15,USGS,06043500,469,A
1998-11-16,USGS,06043500,460,A
1998-11-17,USGS,06043500,458,A
1998-11-18,USGS,06043500,466,A
1998-11-19,USGS,06043500,450,A
1998-11-20,USGS,06043500,412,A
1998-11-21,USGS,06043500,455,A
1998-11-22,USGS,06043500,455,A
1998-11-23,USGS,06043500,432,A
1998-11-24,USGS,06043500,477,A
1998-11-25,USGS,06043500,435,A
1998-11-26,USGS,06043500,432,A
1998-11-27,USGS,06043500,433,A
1998-11-28,USGS,06043500,462,A
1998-11-29,USGS,06043500,455,A
1998-11-30,USGS,06043500,434,A
1998-12-01,USGS,06043500,441,A
1998-12-02,USGS,06043500,431,A
1998-12-03,USGS,06043500,432,A
1998-12-04,USGS,06043500,436,A
1998-12-05,USGS,06043500,384,A
1998-12-06,USGS,06043500,334,A
1998-12-07,USGS,06043500,357,A
1998-12-08,USGS,06043500,374,A
1998-12-09,USGS,06043500,358,A
1998-12-10,USGS,06043500,294,A
1998-12-11,USGS,06043500,346,A
1998-12-12,USGS,06043500,368,A
1998-12-13,USGS,06043500,397,A
1998-12-14,USGS,06043500,394,A
1998-12-15,USGS,06043500,380,A
1998-12-16,USGS,06043500,388,A
1998-12-17,USGS,06043500,388,A
1998-12-18,USGS,06043500,380,A
1998-12-19,USGS,06043500,281,A
1998-12-20,USGS,06043500,240,A:e
1998-12-21,USGS,06043500,220,A:e
1998-12-22,USGS,06043500,230,A:e
1998-12-23,USGS,06043500,238,A
1998-12-24,USGS,06043500,272,A
1998-12-25,USGS,06043500,334,A
1998-12-26,USGS,06043500,352,A
1998-12-27,USGS,06043500,355,A
1998-12-28,USGS,06043500,374,A
1998-12-29,USGS,06043500,365,A
1998-12-30,USGS,06043500,364,A
1998-12-31,USGS,06043500,347,A
1999-01-01,USGS,06043500,341,A
1999-01-02,USGS,06043500,335,A
1999-01-03,USGS,06043500,321,A
1999-01-04,USGS,06043500,319,A
1999-01-05,USGS,06043500,332,A
1999-01-06,USGS,06043500,342,A
1999-01-07,USGS,06043500,360,A
1999-01-08,USGS,06043500,370,A
1999-01-09,USGS,06043500,370,A
1999-01-10,USGS,06043500,369,A
1999-01-11,USGS,06043500,374,A
1999-01-12,USGS,06043500,377,A
1999-01-13,USGS,06043500,379,A
1999-01-14,USGS,06043500,358,A
1999-01-15,USGS,06043500,379,A
1999-01-16,USGS,06043500,374,A
1999-01-17,USGS,06043500,354,A
1999-01-18,USGS,06043500,358,A
1999-01-19,USGS,06043500,361,A
1999-01-20,USGS,06043500,370,A
1999-01-21,USGS,06043500,375,A
1999-01-22,USGS,06043500,372,A
1999-01-23,USGS,06043500,361,A
1999-01-24,USGS,06043500,333,A
1999-01-25,USGS,06043500,314,A
1999-01-26,USGS,06043500,357,A
1999-01-27,USGS,06043500,367,A
1999-01-28,USGS,06043500,341,A
1999-01-29,USGS,06043500,329,A
1999-01-30,USGS,06043500,328,A
1999-01-31,USGS,06043500,319,A
1999-02-01,USGS,06043500,339,A
1999-02-02,USGS,06043500,347,A
1999-02-03,USGS,06043500,338,A
1999-02-04,USGS,06043500,322,A
1999-02-05,USGS,06043500,335,A
1999-02-06,USGS,06043500,338,A
1999-02-07,USGS,06043500,347,A
1999-02-08,USGS,06043500,336,A
1999-02-09,USGS,06043500,327,A
1999-02-10,USGS,06043500,346,A
1999-02-11,USGS,06043500,311,A
1999-02-12,USGS,06043500,295,A
1999-02-13,USGS,06043500,309,A
1999-02-14,USGS,06043500,327,A
1999-02-15,USGS,06043500,332,A
1999-02-16,USGS,06043500,329,A
1999-02-17,USGS,06043500,333,A
1999-02-18,USGS,06043500,331,A
1999-02-19,USGS,06043500,333,A
1999-02-20,USGS,06043500,338,A
1999-02-21,USGS,06043500,338,A
1999-02-22,USGS,06043500,346,A
1999-02-23,USGS,06043500,342,A
1999-02-24,USGS,06043500,346,A
1999-02-25,USGS,06043500,355,A
1999-02-26,USGS,06043500,362,A
1999-02-27,USGS,06043500,343,A
1999-02-28,USGS,06043500,342,A
1999-03-01,USGS,06043500,362,A
1999-03-02,USGS,06043500,340,A
1999-03-03,USGS,06043500,340,A
1999-03-04,USGS,06043500,338,A
1999-03-05,USGS,06043500,334,A
1999-03-06,USGS,06043500,312,A
1999-03-07,USGS,06043500,341,A
1999-03-08,USGS,06043500,343,A
1999-03-09,USGS,06043500,349,A
1999-03-10,USGS,06043500,348,A
1999-03-11,USGS,06043500,336,A
1999-03-12,USGS,06043500,336,A
1999-03-13,USGS,06043500,341,A
1999-03-14,USGS,06043500,352,A
1999-03-15,USGS,06043500,361,A
1999-03-16,USGS,06043500,374,A
1999-03-17,USGS,06043500,330,A
1999-03-18,USGS,06043500,343,A
1999-03-19,USGS,06043500,364,A
1999-03-20,USGS,06043500,379,A
1999-03-21,USGS,06043500,401,A
1999-03-22,USGS,06043500,406,A
1999-03-23,USGS,06043500,404,A
1999-03-24,USGS,06043500,408,A
1999-03-25,USGS,06043500,431,A
1999-03-26,USGS,06043500,482,A
1999-03-27,USGS,06043500,445,A
1999-03-28,USGS,06043500,396,A
1999-03-29,USGS,06043500,393,A
1999-03-30,USGS,06043500,396,A
1999-03-31,USGS,06043500,379,A
1999-04-01,USGS,06043500,379,A
1999-04-02,USGS,06043500,356,A
1999-04-03,USGS,06043500,359,A
1999-04-04,USGS,06043500,366,A
1999-04-05,USGS,06043500,361,A
1999-04-06,USGS,06043500,358,A
1999-04-07,USGS,06043500,355,A
1999-04-08,USGS,06043500,369,A
1999-04-09,USGS,06043500,377,A
1999-04-10,USGS,06043500,364,A
1999-04-11,USGS,06043500,342,A
1999-04-12,USGS,06043500,357,A
1999-04-13,USGS,06043500,377,A
1999-04-14,USGS,06043500,376,A
1999-04-15,USGS,06043500,355,A
1999-04-16,USGS,06043500,362,A
1999-04-17,USGS,06043500,382,A
1999-04-18,USGS,06043500,430,A
1999-04-19,USGS,06043500,509,A
1999-04-20,USGS,06043500,607,A
1999-04-21,USGS,06043500,595,A
1999-04-22,USGS,06043500,524,A
1999-04-23,USGS,06043500,481,A
1999-04-24,USGS,06043500,462,A
1999-04-25,USGS,06043500,520,A
1999-04-26,USGS,06043500,645,A
1999-04-27,USGS,06043500,733,A
1999-04-28,USGS,06043500,777,A
1999-04-29,USGS,06043500,813,A
1999-04-30,USGS,06043500,744,A
1999-05-01,USGS,06043500,971,A
1999-05-02,USGS,06043500,995,A
1999-05-03,USGS,06043500,1010,A
1999-05-04,USGS,06043500,951,A
1999-05-05,USGS,06043500,834,A
1999-05-06,USGS,06043500,750,A
1999-05-07,USGS,06043500,811,A
1999-05-08,USGS,06043500,1020,A
1999-05-09,USGS,06043500,1080,A
1999-05-10,USGS,06043500,1000,A
1999-05-11,USGS,06043500,919,A
1999-05-12,USGS,06043500,880,A
1999-05-13,USGS,06043500,904,A
1999-05-14,USGS,06043500,851,A
1999-05-15,USGS,06043500,815,A
1999-05-16,USGS,06043500,781,A
1999-05-17,USGS,06043500,752,A
1999-05-18,USGS,06043500,805,A
1999-05-19,USGS,06043500,1030,A
1999-05-20,USGS,06043500,1310,A
1999-05-21,USGS,06043500,1630,A
1999-05-22,USGS,06043500,1920,A
1999-05-23,USGS,06043500,2230,A
1999-05-24,USGS,06043500,2660,A
1999-05-25,USGS,06043500,3180,A
1999-05-26,USGS,06043500,3640,A
1999-05-27,USGS,06043500,3850,A
1999-05-28,USGS,06043500,4010,A
1999-05-29,USGS,06043500,4630,A
1999-05-30,USGS,06043500,4500,A
1999-05-31,USGS,06043500,3610,A
1999-06-01,USGS,06043500,3290,A
1999-06-02,USGS,06043500,3230,A
1999-06-03,USGS,06043500,3360,A
1999-06-04,USGS,06043500,3230,A
1999-06-05,USGS,06043500,3270,A
1999-06-06,USGS,06043500,3470,A
1999-06-07,USGS,06043500,3500,A
1999-06-08,USGS,06043500,3210,A
1999-06-09,USGS,06043500,2830,A
1999-06-10,USGS,06043500,2520,A
1999-06-11,USGS,06043500,2410,A
1999-06-12,USGS,06043500,2400,A
1999-06-13,USGS,06043500,2600,A
1999-06-14,USGS,06043500,3290,A
1999-06-15,USGS,06043500,3650,A
1999-06-16,USGS,06043500,3820,A
1999-06-17,USGS,06043500,4180,A
1999-06-18,USGS,06043500,4180,A
1999-06-19,USGS,06043500,4300,A
1999-06-20,USGS,06043500,4190,A
1999-06-21,USGS,06043500,4190,A
1999-06-22,USGS,06043500,4210,A
1999-06-23,USGS,06043500,3520,A
1999-06-24,USGS,06043500,3170,A
1999-06-25,USGS,06043500,3310,A
1999-06-26,USGS,06043500,2890,A
1999-06-27,USGS,06043500,2550,A
1999-06-28,USGS,06043500,2270,A
1999-06-29,USGS,06043500,2150,A
1999-06-30,USGS,06043500,2190,A
1999-07-01,USGS,06043500,2080,A
1999-07-02,USGS,06043500,1950,A
1999-07-03,USGS,06043500,1840,A
1999-07-04,USGS,06043500,1760,A
1999-07-05,USGS,06043500,1700,A
1999-07-06,USGS,06043500,1630,A
1999-07-07,USGS,06043500,1640,A
1999-07-08,USGS,06043500,1680,A
1999-07-09,USGS,06043500,1530,A
1999-07-10,USGS,06043500,1460,A
1999-07-11,USGS,06043500,1410,A
1999-07-12,USGS,06043500,1370,A
1999-07-13,USGS,06043500,1340,A
1999-07-14,USGS,06043500,1300,A
1999-07-15,USGS,06043500,1270,A
1999-07-16,USGS,06043500,1190,A
1999-07-17,USGS,06043500,1160,A
1999-07-18,USGS,06043500,1120,A
1999-07-19,USGS,06043500,1070,A
1999-07-20,USGS,06043500,1050,A
1999-07-21,USGS,06043500,1010,A
1999-07-22,USGS,06043500,970,A
1999-07-23,USGS,06043500,930,A
1999-07-24,USGS,06043500,894,A
1999-07-25,USGS,06043500,875,A
1999-07-26,USGS,06043500,847,A
1999-07-27,USGS,06043500,824,A
1999-07-28,USGS,06043500,807,A
1999-07-29,USGS,06043500,796,A
1999-07-30,USGS,06043500,787,A
1999-07-31,USGS,06043500,757,A
1999-08-01,USGS,06043500,738,A
1999-08-02,USGS,06043500,725,A
1999-08-03,USGS,06043500,717,A
1999-08-04,USGS,06043500,800,A
1999-08-05,USGS,06043500,785,A
1999-08-06,USGS,06043500,784,A
1999-08-07,USGS,06043500,744,A
1999-08-08,USGS,06043500,699,A
1999-08-09,USGS,06043500,672,A
1999-08-10,USGS,06043500,663,A
1999-08-11,USGS,06043500,684,A
1999-08-12,USGS,06043500,787,A
1999-08-13,USGS,06043500,814,A
1999-08-14,USGS,06043500,752,A
1999-08-15,USGS,06043500,686,A
1999-08-16,USGS,06043500,660,A
1999-08-17,USGS,06043500,634,A
1999-08-18,USGS,06043500,620,A
1999-08-19,USGS,06043500,612,A
1999-08-20,USGS,06043500,641,A
1999-08-21,USGS,06043500,645,A
1999-08-22,USGS,06043500,625,A
1999-08-23,USGS,06043500,597,A
1999-08-24,USGS,06043500,595,A
1999-08-25,USGS,06043500,644,A
1999-08-26,USGS,06043500,590,A
1999-08-27,USGS,06043500,571,A
1999-08-28,USGS,06043500,674,A
1999-08-29,USGS,06043500,734,A
1999-08-30,USGS,06043500,627,A
1999-08-31,USGS,06043500,672,A
1999-09-01,USGS,06043500,632,A
1999-09-02,USGS,06043500,609,A
1999-09-03,USGS,06043500,629,A
1999-09-04,USGS,06043500,614,A
1999-09-05,USGS,06043500,583,A
1999-09-06,USGS,06043500,560,A
1999-09-07,USGS,06043500,552,A
1999-09-08,USGS,06043500,564,A
1999-09-09,USGS,06043500,535,A
1999-09-10,USGS,06043500,523,A
1999-09-11,USGS,06043500,521,A
1999-09-12,USGS,06043500,515,A
1999-09-13,USGS,06043500,511,A
1999-09-14,USGS,06043500,509,A
1999-09-15,USGS,06043500,515,A
1999-09-16,USGS,06043500,491,A
1999-09-17,USGS,06043500,487,A
1999-09-18,USGS,06043500,481,A
1999-09-19,USGS,06043500,488,A
1999-09-20,USGS,06043500,478,A
1999-09-21,USGS,06043500,471,A
1999-09-22,USGS,06043500,471,A
1999-09-23,USGS,06043500,466,A
1999-09-24,USGS,06043500,464,A
1999-09-25,USGS,06043500,466,A
1999-09-26,USGS,06043500,462,A
1999-09-27,USGS,06043500,475,A
1999-09-28,USGS,06043500,464,A
1999-09-29,USGS,06043500,465,A
1999-09-30,USGS,06043500,471,A
1999-10-01,USGS,06043500,478,A
1999-10-02,USGS,06043500,463,A
1999-10-03,USGS,06043500,454,A
1999-10-04,USGS,06043500,456,A
1999-10-05,USGS,06043500,450,A
1999-10-06,USGS,06043500,451,A
1999-10-07,USGS,06043500,455,A
1999-10-08,USGS,06043500,448,A
1999-10-09,USGS,06043500,442,A
1999-10-10,USGS,06043500,440,A
1999-10-11,USGS,06043500,439,A
1999-10-12,USGS,06043500,434,A
1999-10-13,USGS,06043500,431,A
1999-10-14,USGS,06043500,429,A
1999-10-15,USGS,06043500,428,A
1999-10-16,USGS,06043500,431,A
1999-10-17,USGS,06043500,417,A
1999-10-18,USGS,06043500,459,A
1999-10-19,USGS,06043500,423,A
1999-10-20,USGS,06043500,431,A
1999-10-21,USGS,06043500,434,A
1999-10-22,USGS,06043500,434,A
1999-10-23,USGS,06043500,429,A
1999-10-24,USGS,06043500,427,A
1999-10-25,USGS,06043500,432,A
1999-10-26,USGS,06043500,426,A
1999-10-27,USGS,06043500,440,A
1999-10-28,USGS,06043500,466,A
1999-10-29,USGS,06043500,481,A
1999-10-30,USGS,06043500,436,A
1999-10-31,USGS,06043500,431,A
1999-11-01,USGS,06043500,412,A
1999-11-02,USGS,06043500,374,A
1999-11-03,USGS,06043500,427,A
1999-11-04,USGS,06043500,438,A
1999-11-05,USGS,06043500,441,A
1999-11-06,USGS,06043500,434,A
1999-11-07,USGS,06043500,417,A
1999-11-08,USGS,06043500,422,A
1999-11-09,USGS,06043500,416,A
1999-11-10,USGS,06043500,409,A
1999-11-11,USGS,06043500,411,A
1999-11-12,USGS,06043500,404,A
1999-11-13,USGS,06043500,402,A
1999-11-14,USGS,06043500,393,A
1999-11-15,USGS,06043500,382,A
1999-11-16,USGS,06043500,399,A
1999-11-17,USGS,06043500,400,A
1999-11-18,USGS,06043500,409,A
1999-11-19,USGS,06043500,367,A
1999-11-20,USGS,06043500,402,A
1999-11-21,USGS,06043500,355,A
1999-11-22,USGS,06043500,354,A
1999-11-23,USGS,06043500,311,A
1999-11-24,USGS,06043500,334,A
1999-11-25,USGS,06043500,379,A
1999-11-26,USGS,06043500,407,A
1999-11-27,USGS,06043500,405,A
1999-11-28,USGS,06043500,389,A
1999-11-29,USGS,06043500,383,A
1999-11-30,USGS,06043500,393,A
1999-12-01,USGS,06043500,392,A
1999-12-02,USGS,06043500,378,A
1999-12-03,USGS,06043500,364,A
1999-12-04,USGS,06043500,295,A
1999-12-05,USGS,06043500,309,A
1999-12-06,USGS,06043500,327,A
1999-12-07,USGS,06043500,343,A
1999-12-08,USGS,06043500,299,A
1999-12-09,USGS,06043500,268,A
1999-12-10,USGS,06043500,296,A
1999-12-11,USGS,06043500,292,A
1999-12-12,USGS,06043500,298,A
1999-12-13,USGS,06043500,328,A
1999-12-14,USGS,06043500,268,A
1999-12-15,USGS,06043500,295,A
1999-12-16,USGS,06043500,309,A
1999-12-17,USGS,06043500,331,A
1999-12-18,USGS,06043500,338,A
1999-12-19,USGS,06043500,332,A
1999-12-20,USGS,06043500,332,A
1999-12-21,USGS,06043500,346,A
1999-12-22,USGS,06043500,344,A
1999-12-23,USGS,06043500,331,A
1999-12-24,USGS,06043500,316,A
1999-12-25,USGS,06043500,321,A
1999-12-26,USGS,06043500,322,A
1999-12-27,USGS,06043500,320,A:e
1999-12-28,USGS,06043500,320,A:e
1999-12-29,USGS,06043500,320,A:e
1999-12-30,USGS,06043500,322,A
1999-12-31,USGS,06043500,328,A
2000-01-01,USGS,06043500,358,A
2000-01-02,USGS,06043500,360,A
2000-01-03,USGS,06043500,346,A
2000-01-04,USGS,06043500,340,A
2000-01-05,USGS,06043500,343,A
2000-01-06,USGS,06043500,336,A
2000-01-07,USGS,06043500,330,A
2000-01-08,USGS,06043500,338,A
2000-01-09,USGS,06043500,344,A
2000-01-10,USGS,06043500,341,A
2000-01-11,USGS,06043500,344,A
2000-01-12,USGS,06043500,344,A
2000-01-13,USGS,06043500,316,A
2000-01-14,USGS,06043500,336,A
2000-01-15,USGS,06043500,343,A
2000-01-16,USGS,06043500,344,A
2000-01-17,USGS,06043500,345,A
2000-01-18,USGS,06043500,321,A
2000-01-19,USGS,06043500,316,A
2000-01-20,USGS,06043500,345,A
2000-01-21,USGS,06043500,351,A
2000-01-22,USGS,06043500,351,A
2000-01-23,USGS,06043500,349,A
2000-01-24,USGS,06043500,346,A
2000-01-25,USGS,06043500,350,A
2000-01-26,USGS,06043500,355,A
2000-01-27,USGS,06043500,349,A
2000-01-28,USGS,06043500,331,A
2000-01-29,USGS,06043500,299,A
2000-01-30,USGS,06043500,288,A
2000-01-31,USGS,06043500,289,A
2000-02-01,USGS,06043500,313,A
2000-02-02,USGS,06043500,329,A
2000-02-03,USGS,06043500,341,A
2000-02-04,USGS,06043500,327,A
2000-02-05,USGS,06043500,322,A
2000-02-06,USGS,06043500,340,A
2000-02-07,USGS,06043500,339,A
2000-02-08,USGS,06043500,344,A
2000-02-09,USGS,06043500,354,A
2000-02-10,USGS,06043500,359,A
2000-02-11,USGS,06043500,337,A
2000-02-12,USGS,06043500,347,A
2000-02-13,USGS,06043500,350,A
2000-02-14,USGS,06043500,346,A
2000-02-15,USGS,06043500,347,A
2000-02-16,USGS,06043500,334,A
2000-02-17,USGS,06043500,317,A
2000-02-18,USGS,06043500,292,A
2000-02-19,USGS,06043500,302,A
2000-02-20,USGS,06043500,327,A
2000-02-21,USGS,06043500,337,A
2000-02-22,USGS,06043500,347,A
2000-02-23,USGS,06043500,343,A
2000-02-24,USGS,06043500,346,A
2000-02-25,USGS,06043500,345,A
2000-02-26,USGS,06043500,306,A
2000-02-27,USGS,06043500,337,A
2000-02-28,USGS,06043500,353,A
2000-02-29,USGS,06043500,341,A
2000-03-01,USGS,06043500,334,A
2000-03-02,USGS,06043500,328,A
2000-03-03,USGS,06043500,327,A
2000-03-04,USGS,06043500,330,A
2000-03-05,USGS,06043500,343,A
2000-03-06,USGS,06043500,352,A
2000-03-07,USGS,06043500,350,A
2000-03-08,USGS,06043500,352,A
2000-03-09,USGS,06043500,329,A
2000-03-10,USGS,06043500,342,A
2000-03-11,USGS,06043500,333,A
2000-03-12,USGS,06043500,318,A
2000-03-13,USGS,06043500,333,A
2000-03-14,USGS,06043500,323,A
2000-03-15,USGS,06043500,317,A
2000-03-16,USGS,06043500,313,A
2000-03-17,USGS,06043500,337,A
2000-03-18,USGS,06043500,321,A
2000-03-19,USGS,06043500,330,A
2000-03-20,USGS,06043500,312,A
2000-03-21,USGS,06043500,297,A
2000-03-22,USGS,06043500,322,A
2000-03-23,USGS,06043500,343,A
2000-03-24,USGS,06043500,326,A
2000-03-25,USGS,06043500,317,A
2000-03-26,USGS,06043500,347,A
2000-03-27,USGS,06043500,339,A
2000-03-28,USGS,06043500,378,A
2000-03-29,USGS,06043500,355,A
2000-03-30,USGS,06043500,347,A
2000-03-31,USGS,06043500,327,A
2000-04-01,USGS,06043500,331,A
2000-04-02,USGS,06043500,342,A
2000-04-03,USGS,06043500,315,A
2000-04-04,USGS,06043500,348,A
2000-04-05,USGS,06043500,411,A
2000-04-06,USGS,06043500,410,A
2000-04-07,USGS,06043500,370,A
2000-04-08,USGS,06043500,361,A
2000-04-09,USGS,06043500,393,A
2000-04-10,USGS,06043500,413,A
2000-04-11,USGS,06043500,431,A
2000-04-12,USGS,06043500,470,A
2000-04-13,USGS,06043500,530,A
2000-04-14,USGS,06043500,598,A
2000-04-15,USGS,06043500,571,A
2000-04-16,USGS,06043500,558,A
2000-04-17,USGS,06043500,574,A
2000-04-18,USGS,06043500,601,A
2000-04-19,USGS,06043500,627,A
2000-04-20,USGS,06043500,668,A
2000-04-21,USGS,06043500,753,A
2000-04-22,USGS,06043500,881,A
2000-04-23,USGS,06043500,1010,A
2000-04-24,USGS,06043500,934,A
2000-04-25,USGS,06043500,817,A
2000-04-26,USGS,06043500,776,A
2000-04-27,USGS,06043500,769,A
2000-04-28,USGS,06043500,994,A
2000-04-29,USGS,06043500,1370,A
2000-04-30,USGS,06043500,1140,A
2000-05-01,USGS,06043500,1160,A
2000-05-02,USGS,06043500,1460,A
2000-05-03,USGS,06043500,1640,A
2000-05-04,USGS,06043500,1940,A
2000-05-05,USGS,06043500,1890,A
2000-05-06,USGS,06043500,1660,A
2000-05-07,USGS,06043500,1520,A
2000-05-08,USGS,06043500,1370,A
2000-05-09,USGS,06043500,1300,A
2000-05-10,USGS,06043500,1280,A
2000-05-11,USGS,06043500,1210,A
2000-05-12,USGS,06043500,1130,A
2000-05-13,USGS,06043500,1050,A
2000-05-14,USGS,06043500,1010,A
2000-05-15,USGS,06043500,1040,A
2000-05-16,USGS,06043500,1180,A
2000-05-17,USGS,06043500,1400,A
2000-05-18,USGS,06043500,1400,A
2000-05-19,USGS,06043500,1500,A
2000-05-20,USGS,06043500,1630,A
2000-05-21,USGS,06043500,1890,A
2000-05-22,USGS,06043500,2320,A
2000-05-23,USGS,06043500,2660,A
2000-05-24,USGS,06043500,2750,A
2000-05-25,USGS,06043500,2850,A
2000-05-26,USGS,06043500,3320,A
2000-05-27,USGS,06043500,2990,A
2000-05-28,USGS,06043500,3690,A
2000-05-29,USGS,06043500,3640,A
2000-05-30,USGS,06043500,3140,A
2000-05-31,USGS,06043500,2900,A
2000-06-01,USGS,06043500,2480,A
2000-06-02,USGS,06043500,2420,A
2000-06-03,USGS,06043500,2760,A
2000-06-04,USGS,06043500,2970,A
2000-06-05,USGS,06043500,3090,A
2000-06-06,USGS,06043500,3240,A
2000-06-07,USGS,06043500,3320,A
2000-06-08,USGS,06043500,3310,A
2000-06-09,USGS,06043500,3050,A
2000-06-10,USGS,06043500,2680,A
2000-06-11,USGS,06043500,2310,A
2000-06-12,USGS,06043500,2250,A
2000-06-13,USGS,06043500,2550,A
2000-06-14,USGS,06043500,2120,A
2000-06-15,USGS,06043500,2320,A
2000-06-16,USGS,06043500,2200,A
2000-06-17,USGS,06043500,1960,A
2000-06-18,USGS,06043500,1800,A
2000-06-19,USGS,06043500,1980,A
2000-06-20,USGS,06043500,1910,A
2000-06-21,USGS,06043500,1720,A
2000-06-22,USGS,06043500,1770,A
2000-06-23,USGS,06043500,1800,A
2000-06-24,USGS,06043500,1750,A
2000-06-25,USGS,06043500,1720,A
2000-06-26,USGS,06043500,1580,A
2000-06-27,USGS,06043500,1520,A
2000-06-28,USGS,06043500,1440,A
2000-06-29,USGS,06043500,1410,A
2000-06-30,USGS,06043500,1360,A
2000-07-01,USGS,06043500,1360,A
2000-07-02,USGS,06043500,1400,A
2000-07-03,USGS,06043500,1290,A
2000-07-04,USGS,06043500,1250,A
2000-07-05,USGS,06043500,1140,A
2000-07-06,USGS,06043500,1080,A
2000-07-07,USGS,06043500,1030,A
2000-07-08,USGS,06043500,983,A
2000-07-09,USGS,06043500,953,A
2000-07-10,USGS,06043500,936,A
2000-07-11,USGS,06043500,933,A
2000-07-12,USGS,06043500,886,A
2000-07-13,USGS,06043500,847,A
2000-07-14,USGS,06043500,814,A
2000-07-15,USGS,06043500,788,A
2000-07-16,USGS,06043500,767,A
2000-07-17,USGS,06043500,773,A
2000-07-18,USGS,06043500,781,A
2000-07-19,USGS,06043500,767,A
2000-07-20,USGS,06043500,743,A
2000-07-21,USGS,06043500,714,A
2000-07-22,USGS,06043500,681,A
2000-07-23,USGS,06043500,657,A
2000-07-24,USGS,06043500,644,A
2000-07-25,USGS,06043500,627,A
2000-07-26,USGS,06043500,617,A
2000-07-27,USGS,06043500,614,A
2000-07-28,USGS,06043500,595,A
2000-07-29,USGS,06043500,581,A
2000-07-30,USGS,06043500,569,A
2000-07-31,USGS,06043500,561,A
2000-08-01,USGS,06043500,550,A
2000-08-02,USGS,06043500,538,A
2000-08-03,USGS,06043500,532,A
2000-08-04,USGS,06043500,544,A
2000-08-05,USGS,06043500,580,A
2000-08-06,USGS,06043500,536,A
2000-08-07,USGS,06043500,519,A
2000-08-08,USGS,06043500,504,A
2000-08-09,USGS,06043500,490,A
2000-08-10,USGS,06043500,483,A
2000-08-11,USGS,06043500,486,A
2000-08-12,USGS,06043500,469,A
2000-08-13,USGS,06043500,462,A
2000-08-14,USGS,06043500,456,A
2000-08-15,USGS,06043500,451,A
2000-08-16,USGS,06043500,443,A
2000-08-17,USGS,06043500,441,A
2000-08-18,USGS,06043500,443,A
2000-08-19,USGS,06043500,473,A
2000-08-20,USGS,06043500,441,A
2000-08-21,USGS,06043500,440,A
2000-08-22,USGS,06043500,432,A
2000-08-23,USGS,06043500,424,A
2000-08-24,USGS,06043500,427,A
