date,agency_cd,site_no,CFS,status
2004-07-06,USGS,06043500,1400,A
2004-07-07,USGS,06043500,1320,A
2004-07-08,USGS,06043500,1280,A
2004-07-09,USGS,06043500,1150,A
2004-07-10,USGS,06043500,1090,A
2004-07-11,USGS,06043500,1060,A
2004-07-12,USGS,06043500,1010,A
2004-07-13,USGS,06043500,955,A
2004-07-14,USGS,06043500,921,A
2004-07-15,USGS,06043500,899,A
2004-07-16,USGS,06043500,880,A
2004-07-17,USGS,06043500,832,A
2004-07-18,USGS,06043500,808,A
2004-07-19,USGS,06043500,814,A
2004-07-20,USGS,06043500,808,A
2004-07-21,USGS,06043500,796,A
2004-07-22,USGS,06043500,743,A
2004-07-23,USGS,06043500,718,A
2004-07-24,USGS,06043500,683,A
2004-07-25,USGS,06043500,654,A
2004-07-26,USGS,06043500,637,A
2004-07-27,USGS,06043500,619,A
2004-07-28,USGS,06043500,597,A
2004-07-29,USGS,06043500,583,A
2004-07-30,USGS,06043500,568,A
2004-07-31,USGS,06043500,549,A
2004-08-01,USGS,06043500,542,A
2004-08-02,USGS,06043500,545,A
2004-08-03,USGS,06043500,587,A
2004-08-04,USGS,06043500,566,A
2004-08-05,USGS,06043500,531,A
2004-08-06,USGS,06043500,504,A
2004-08-07,USGS,06043500,488,A
2004-08-08,USGS,06043500,478,A
2004-08-09,USGS,06043500,468,A
2004-08-10,USGS,06043500,460,A
2004-08-11,USGS,06043500,453,A
2004-08-12,USGS,06043500,442,A
2004-08-13,USGS,06043500,436,A
2004-08-14,USGS,06043500,430,A
2004-08-15,USGS,06043500,421,A
2004-08-16,USGS,06043500,424,A
2004-08-17,USGS,06043500,440,A
2004-08-18,USGS,06043500,536,A
2004-08-19,USGS,06043500,498,A
2004-08-20,USGS,06043500,458,A
2004-08-21,USGS,06043500,441,A
2004-08-22,USGS,06043500,434,A
2004-08-23,USGS,06043500,463,A
2004-08-24,USGS,06043500,486,A
2004-08-25,USGS,06043500,519,A
2004-08-26,USGS,06043500,525,A
2004-08-27,USGS,06043500,532,A
2004-08-28,USGS,06043500,477,A
2004-08-29,USGS,06043500,450,A
2004-08-30,USGS,06043500,432,A
2004-08-31,USGS,06043500,418,A
2004-09-01,USGS,06043500,408,A
2004-09-02,USGS,06043500,439,A
2004-09-03,USGS,06043500,468,A
2004-09-04,USGS,06043500,434,A
2004-09-05,USGS,06043500,417,A
2004-09-06,USGS,06043500,406,A
2004-09-07,USGS,06043500,399,A
2004-09-08,USGS,06043500,390,A
2004-09-09,USGS,06043500,384,A
2004-09-10,USGS,06043500,380,A
2004-09-11,USGS,06043500,373,A
2004-09-12,USGS,06043500,375,A
2004-09-13,USGS,06043500,455,A
2004-09-14,USGS,06043500,454,A
2004-09-15,USGS,06043500,450,A
2004-09-16,USGS,06043500,455,A
2004-09-17,USGS,06043500,447,A
2004-09-18,USGS,06043500,422,A
2004-09-19,USGS,06043500,445,A
2004-09-20,USGS,06043500,526,A
2004-09-21,USGS,06043500,487,A
2004-09-22,USGS,06043500,455,A
2004-09-23,USGS,06043500,471,A
2004-09-24,USGS,06043500,512,A
2004-09-25,USGS,06043500,473,A
2004-09-26,USGS,06043500,452,A
2004-09-27,USGS,06043500,453,A
2004-09-28,USGS,06043500,438,A
2004-09-29,USGS,06043500,429,A
2004-09-30,USGS,06043500,421,A
2004-10-01,USGS,06043500,416,A
2004-10-02,USGS,06043500,410,A
2004-10-03,USGS,06043500,404,A
2004-10-04,USGS,06043500,401,A
2004-10-05,USGS,06043500,395,A
2004-10-06,USGS,06043500,389,A
2004-10-07,USGS,06043500,391,A
2004-10-08,USGS,06043500,399,A
2004-10-09,USGS,06043500,382,A
2004-10-10,USGS,06043500,399,A
2004-10-11,USGS,06043500,401,A
2004-10-12,USGS,06043500,395,A
2004-10-13,USGS,06043500,389,A
2004-10-14,USGS,06043500,382,A
2004-10-15,USGS,06043500,382,A
2004-10-16,USGS,06043500,379,A
2004-10-17,USGS,06043500,372,A
2004-10-18,USGS,06043500,378,A
2004-10-19,USGS,06043500,380,A
2004-10-20,USGS,06043500,381,A
2004-10-21,USGS,06043500,388,A
2004-10-22,USGS,06043500,378,A
2004-10-23,USGS,06043500,381,A
2004-10-24,USGS,06043500,381,A
2004-10-25,USGS,06043500,339,A
2004-10-26,USGS,06043500,364,A
2004-10-27,USGS,06043500,382,A
2004-10-28,USGS,06043500,381,A
2004-10-29,USGS,06043500,415,A
2004-10-30,USGS,06043500,382,A
2004-10-31,USGS,06043500,372,A
2004-11-01,USGS,06043500,323,A
2004-11-02,USGS,06043500,333,A
2004-11-03,USGS,06043500,353,A
2004-11-04,USGS,06043500,350,A
2004-11-05,USGS,06043500,349,A
2004-11-06,USGS,06043500,355,A
2004-11-07,USGS,06043500,346,A
2004-11-08,USGS,06043500,352,A
2004-11-09,USGS,06043500,365,A
2004-11-10,USGS,06043500,372,A
2004-11-11,USGS,06043500,358,A
2004-11-12,USGS,06043500,345,A
2004-11-13,USGS,06043500,325,A
2004-11-14,USGS,06043500,317,A
2004-11-15,USGS,06043500,326,A
2004-11-16,USGS,06043500,344,A
2004-11-17,USGS,06043500,339,A
2004-11-18,USGS,06043500,314,A
2004-11-19,USGS,06043500,335,A
2004-11-20,USGS,06043500,315,A
2004-11-21,USGS,06043500,234,A
2004-11-22,USGS,06043500,282,A
2004-11-23,USGS,06043500,327,A
2004-11-24,USGS,06043500,325,A
2004-11-25,USGS,06043500,323,A
2004-11-26,USGS,06043500,326,A
2004-11-27,USGS,06043500,261,A
2004-11-28,USGS,06043500,286,A
2004-11-29,USGS,06043500,219,A
2004-11-30,USGS,06043500,223,A
2004-12-01,USGS,06043500,259,A
2004-12-02,USGS,06043500,261,A
2004-12-03,USGS,06043500,260,A
2004-12-04,USGS,06043500,238,A
2004-12-05,USGS,06043500,247,A
2004-12-06,USGS,06043500,249,A
2004-12-07,USGS,06043500,266,A
2004-12-08,USGS,06043500,278,A
2004-12-09,USGS,06043500,287,A
2004-12-10,USGS,06043500,289,A
2004-12-11,USGS,06043500,311,A
2004-12-12,USGS,06043500,312,A
2004-12-13,USGS,06043500,266,A
2004-12-14,USGS,06043500,278,A
2004-12-15,USGS,06043500,313,A
2004-12-16,USGS,06043500,295,A
2004-12-17,USGS,06043500,286,A
2004-12-18,USGS,06043500,289,A
2004-12-19,USGS,06043500,299,A
2004-12-20,USGS,06043500,295,A
2004-12-21,USGS,06043500,277,A
2004-12-22,USGS,06043500,265,A
2004-12-23,USGS,06043500,220,A
2004-12-24,USGS,06043500,234,A
2004-12-25,USGS,06043500,231,A
2004-12-26,USGS,06043500,281,A
2004-12-27,USGS,06043500,280,A
2004-12-28,USGS,06043500,275,A
2004-12-29,USGS,06043500,285,A
2004-12-30,USGS,06043500,300,A
2004-12-31,USGS,06043500,279,A
2005-01-01,USGS,06043500,260,A
2005-01-02,USGS,06043500,264,A
2005-01-03,USGS,06043500,262,A
2005-01-04,USGS,06043500,269,A
2005-01-05,USGS,06043500,242,A
2005-01-06,USGS,06043500,223,A
2005-01-07,USGS,06043500,230,A:e
2005-01-08,USGS,06043500,240,A:e
2005-01-09,USGS,06043500,250,A:e
2005-01-10,USGS,06043500,250,A:e
2005-01-11,USGS,06043500,264,A
2005-01-12,USGS,06043500,266,A
2005-01-13,USGS,06043500,240,A:e
2005-01-14,USGS,06043500,230,A:e
2005-01-15,USGS,06043500,220,A:e
2005-01-16,USGS,06043500,230,A:e
2005-01-17,USGS,06043500,250,A:e
2005-01-18,USGS,06043500,270,A:e
2005-01-19,USGS,06043500,280,A:e
2005-01-20,USGS,06043500,282,A
2005-01-21,USGS,06043500,279,A
2005-01-22,USGS,06043500,268,A
2005-01-23,USGS,06043500,260,A
2005-01-24,USGS,06043500,257,A
2005-01-25,USGS,06043500,246,A
2005-01-26,USGS,06043500,249,A
2005-01-27,USGS,06043500,257,A
2005-01-28,USGS,06043500,266,A
2005-01-29,USGS,06043500,270,A
2005-01-30,USGS,06043500,272,A
2005-01-31,USGS,06043500,260,A
2005-02-01,USGS,06043500,255,A
2005-02-02,USGS,06043500,254,A
2005-02-03,USGS,06043500,247,A
2005-02-04,USGS,06043500,255,A
2005-02-05,USGS,06043500,265,A
2005-02-06,USGS,06043500,244,A
2005-02-07,USGS,06043500,252,A
2005-02-08,USGS,06043500,256,A
2005-02-09,USGS,06043500,249,A
2005-02-10,USGS,06043500,242,A
2005-02-11,USGS,06043500,235,A
2005-02-12,USGS,06043500,244,A
2005-02-13,USGS,06043500,263,A
2005-02-14,USGS,06043500,267,A
2005-02-15,USGS,06043500,242,A
2005-02-16,USGS,06043500,210,A
2005-02-17,USGS,06043500,227,A
2005-02-18,USGS,06043500,234,A
2005-02-19,USGS,06043500,245,A
2005-02-20,USGS,06043500,257,A
2005-02-21,USGS,06043500,265,A
2005-02-22,USGS,06043500,256,A
2005-02-23,USGS,06043500,248,A
2005-02-24,USGS,06043500,239,A
2005-02-25,USGS,06043500,245,A
2005-02-26,USGS,06043500,247,A
2005-02-27,USGS,06043500,246,A
2005-02-28,USGS,06043500,248,A
2005-03-01,USGS,06043500,255,A
2005-03-02,USGS,06043500,257,A
2005-03-03,USGS,06043500,255,A
2005-03-04,USGS,06043500,251,A
2005-03-05,USGS,06043500,255,A
2005-03-06,USGS,06043500,258,A
2005-03-07,USGS,06043500,263,A
2005-03-08,USGS,06043500,262,A
2005-03-09,USGS,06043500,272,A
2005-03-10,USGS,06043500,284,A
2005-03-11,USGS,06043500,276,A
2005-03-12,USGS,06043500,281,A
2005-03-13,USGS,06043500,258,A
2005-03-14,USGS,06043500,255,A
2005-03-15,USGS,06043500,259,A
2005-03-16,USGS,06043500,262,A
2005-03-17,USGS,06043500,264,A
2005-03-18,USGS,06043500,249,A
2005-03-19,USGS,06043500,263,A
2005-03-20,USGS,06043500,272,A
2005-03-21,USGS,06043500,274,A
2005-03-22,USGS,06043500,267,A
2005-03-23,USGS,06043500,265,A
2005-03-24,USGS,06043500,247,A
2005-03-25,USGS,06043500,235,A
2005-03-26,USGS,06043500,255,A
2005-03-27,USGS,06043500,260,A
2005-03-28,USGS,06043500,280,A
2005-03-29,USGS,06043500,269,A
2005-03-30,USGS,06043500,260,A
2005-03-31,USGS,06043500,244,A
2005-04-01,USGS,06043500,248,A
2005-04-02,USGS,06043500,264,A
2005-04-03,USGS,06043500,275,A
2005-04-04,USGS,06043500,283,A
2005-04-05,USGS,06043500,281,A
2005-04-06,USGS,06043500,274,A
2005-04-07,USGS,06043500,311,A
2005-04-08,USGS,06043500,360,A
2005-04-09,USGS,06043500,340,A
2005-04-10,USGS,06043500,305,A
2005-04-11,USGS,06043500,285,A
2005-04-12,USGS,06043500,298,A
2005-04-13,USGS,06043500,342,A
2005-04-14,USGS,06043500,404,A
2005-04-15,USGS,06043500,345,A
2005-04-16,USGS,06043500,340,A
2005-04-17,USGS,06043500,378,A
2005-04-18,USGS,06043500,485,A
2005-04-19,USGS,06043500,428,A
2005-04-20,USGS,06043500,386,A
2005-04-21,USGS,06043500,371,A
2005-04-22,USGS,06043500,356,A
2005-04-23,USGS,06043500,408,A
2005-04-24,USGS,06043500,468,A
2005-04-25,USGS,06043500,588,A
2005-04-26,USGS,06043500,639,A
2005-04-27,USGS,06043500,613,A
2005-04-28,USGS,06043500,534,A
2005-04-29,USGS,06043500,489,A
2005-04-30,USGS,06043500,473,A
2005-05-01,USGS,06043500,449,A
2005-05-02,USGS,06043500,453,A
2005-05-03,USGS,06043500,468,A
2005-05-04,USGS,06043500,516,A
2005-05-05,USGS,06043500,590,A
2005-05-06,USGS,06043500,744,A
2005-05-07,USGS,06043500,889,A
2005-05-08,USGS,06043500,986,A
2005-05-09,USGS,06043500,1140,A
2005-05-10,USGS,06043500,1230,A
2005-05-11,USGS,06043500,1150,A
2005-05-12,USGS,06043500,988,A
2005-05-13,USGS,06043500,890,A
2005-05-14,USGS,06043500,925,A
2005-05-15,USGS,06043500,1110,A
2005-05-16,USGS,06043500,1480,A
2005-05-17,USGS,06043500,2080,A
2005-05-18,USGS,06043500,1690,A
2005-05-19,USGS,06043500,2150,A
2005-05-20,USGS,06043500,2950,A
2005-05-21,USGS,06043500,3390,A
2005-05-22,USGS,06043500,3110,A
2005-05-23,USGS,06043500,3630,A
2005-05-24,USGS,06043500,3380,A
2005-05-25,USGS,06043500,2700,A
2005-05-26,USGS,06043500,2320,A
2005-05-27,USGS,06043500,2270,A
2005-05-28,USGS,06043500,2390,A
2005-05-29,USGS,06043500,2630,A
2005-05-30,USGS,06043500,2490,A
2005-05-31,USGS,06043500,2290,A
2005-06-01,USGS,06043500,2360,A
2005-06-02,USGS,06043500,2200,A
2005-06-03,USGS,06043500,2040,A
2005-06-04,USGS,06043500,2040,A
2005-06-05,USGS,06043500,2120,A
2005-06-06,USGS,06043500,2620,A
2005-06-07,USGS,06043500,2440,A
2005-06-08,USGS,06043500,2390,A
2005-06-09,USGS,06043500,2230,A
2005-06-10,USGS,06043500,2100,A
2005-06-11,USGS,06043500,2060,A
2005-06-12,USGS,06043500,2360,A
2005-06-13,USGS,06043500,2390,A
2005-06-14,USGS,06043500,2310,A
2005-06-15,USGS,06043500,2710,A
2005-06-16,USGS,06043500,3240,A
2005-06-17,USGS,06043500,3570,A
2005-06-18,USGS,06043500,3650,A
2005-06-19,USGS,06043500,3240,A
2005-06-20,USGS,06043500,3230,A
2005-06-21,USGS,06043500,3440,A
2005-06-22,USGS,06043500,3820,A
2005-06-23,USGS,06043500,3850,A
2005-06-24,USGS,06043500,3370,A
2005-06-25,USGS,06043500,3040,A
2005-06-26,USGS,06043500,2770,A
2005-06-27,USGS,06043500,2500,A
2005-06-28,USGS,06043500,2340,A
2005-06-29,USGS,06043500,2220,A
2005-06-30,USGS,06043500,2000,A
2005-07-01,USGS,06043500,1930,A
2005-07-02,USGS,06043500,1880,A
2005-07-03,USGS,06043500,1780,A
2005-07-04,USGS,06043500,1600,A
2005-07-05,USGS,06043500,1500,A
2005-07-06,USGS,06043500,1450,A
2005-07-07,USGS,06043500,1420,A
2005-07-08,USGS,06043500,1410,A
2005-07-09,USGS,06043500,1340,A
2005-07-10,USGS,06043500,1340,A
2005-07-11,USGS,06043500,1410,A
2005-07-12,USGS,06043500,1200,A
2005-07-13,USGS,06043500,1120,A
2005-07-14,USGS,06043500,1080,A
2005-07-15,USGS,06043500,1010,A
2005-07-16,USGS,06043500,974,A
2005-07-17,USGS,06043500,934,A
2005-07-18,USGS,06043500,884,A
2005-07-19,USGS,06043500,842,A
2005-07-20,USGS,06043500,810,A
2005-07-21,USGS,06043500,779,A
2005-07-22,USGS,06043500,759,A
2005-07-23,USGS,06043500,751,A
2005-07-24,USGS,06043500,725,A
2005-07-25,USGS,06043500,724,A
2005-07-26,USGS,06043500,729,A
2005-07-27,USGS,06043500,691,A
2005-07-28,USGS,06043500,666,A
2005-07-29,USGS,06043500,654,A
2005-07-30,USGS,06043500,646,A
2005-07-31,USGS,06043500,635,A
2005-08-01,USGS,06043500,657,A
2005-08-02,USGS,06043500,656,A
2005-08-03,USGS,06043500,733,A
2005-08-04,USGS,06043500,642,A
2005-08-05,USGS,06043500,603,A
2005-08-06,USGS,06043500,582,A
2005-08-07,USGS,06043500,570,A
2005-08-08,USGS,06043500,578,A
2005-08-09,USGS,06043500,591,A
2005-08-10,USGS,06043500,588,A
2005-08-11,USGS,06043500,586,A
2005-08-12,USGS,06043500,558,A
2005-08-13,USGS,06043500,580,A
2005-08-14,USGS,06043500,552,A
2005-08-15,USGS,06043500,528,A
2005-08-16,USGS,06043500,511,A
2005-08-17,USGS,06043500,506,A
2005-08-18,USGS,06043500,539,A
2005-08-19,USGS,06043500,567,A
2005-08-20,USGS,06043500,509,A
2005-08-21,USGS,06043500,487,A
2005-08-22,USGS,06043500,481,A
2005-08-23,USGS,06043500,512,A
2005-08-24,USGS,06043500,485,A
2005-08-25,USGS,06043500,465,A
2005-08-26,USGS,06043500,458,A
2005-08-27,USGS,06043500,447,A
2005-08-28,USGS,06043500,441,A
2005-08-29,USGS,06043500,431,A
2005-08-30,USGS,06043500,443,A
2005-08-31,USGS,06043500,461,A
2005-09-01,USGS,06043500,441,A
2005-09-02,USGS,06043500,427,A
2005-09-03,USGS,06043500,417,A
2005-09-04,USGS,06043500,411,A
2005-09-05,USGS,06043500,408,A
2005-09-06,USGS,06043500,405,A
2005-09-07,USGS,06043500,397,A
2005-09-08,USGS,06043500,390,A
2005-09-09,USGS,06043500,384,A
2005-09-10,USGS,06043500,409,A
2005-09-11,USGS,06043500,420,A
2005-09-12,USGS,06043500,405,A
2005-09-13,USGS,06043500,405,A
2005-09-14,USGS,06043500,400,A
2005-09-15,USGS,06043500,391,A
2005-09-16,USGS,06043500,388,A
2005-09-17,USGS,06043500,395,A
2005-09-18,USGS,06043500,413,A
2005-09-19,USGS,06043500,394,A
2005-09-20,USGS,06043500,375,A
2005-09-21,USGS,06043500,369,A
2005-09-22,USGS,06043500,371,A
2005-09-23,USGS,06043500,388,A
2005-09-24,USGS,06043500,460,A
2005-09-25,USGS,06043500,426,A
2005-09-26,USGS,06043500,392,A
2005-09-27,USGS,06043500,381,A
2005-09-28,USGS,06043500,372,A
2005-09-29,USGS,06043500,367,A
2005-09-30,USGS,06043500,363,A
2005-10-01,USGS,06043500,356,A
2005-10-02,USGS,06043500,384,A
2005-10-03,USGS,06043500,428,A
2005-10-04,USGS,06043500,422,A
2005-10-05,USGS,06043500,406,A
2005-10-06,USGS,06043500,393,A
2005-10-07,USGS,06043500,399,A
2005-10-08,USGS,06043500,415,A
2005-10-09,USGS,06043500,420,A
2005-10-10,USGS,06043500,390,A
2005-10-11,USGS,06043500,388,A
2005-10-12,USGS,06043500,400,A
2005-10-13,USGS,06043500,391,A
2005-10-14,USGS,06043500,401,A
2005-10-15,USGS,06043500,403,A
2005-10-16,USGS,06043500,397,A
2005-10-17,USGS,06043500,386,A
2005-10-18,USGS,06043500,388,A
2005-10-19,USGS,06043500,386,A
2005-10-20,USGS,06043500,386,A
2005-10-21,USGS,06043500,378,A
2005-10-22,USGS,06043500,368,A
2005-10-23,USGS,06043500,367,A
2005-10-24,USGS,06043500,362,A
2005-10-25,USGS,06043500,360,A
2005-10-26,USGS,06043500,359,A
2005-10-27,USGS,06043500,372,A
2005-10-28,USGS,06043500,426,A
2005-10-29,USGS,06043500,414,A
2005-10-30,USGS,06043500,380,A
2005-10-31,USGS,06043500,349,A
2005-11-01,USGS,06043500,374,A
2005-11-02,USGS,06043500,380,A
2005-11-03,USGS,06043500,400,A
2005-11-04,USGS,06043500,379,A
2005-11-05,USGS,06043500,355,A
2005-11-06,USGS,06043500,371,A
2005-11-07,USGS,06043500,392,A
2005-11-08,USGS,06043500,407,A
2005-11-09,USGS,06043500,315,A
2005-11-10,USGS,06043500,345,A
2005-11-11,USGS,06043500,407,A
2005-11-12,USGS,06043500,398,A
2005-11-13,USGS,06043500,320,A
2005-11-14,USGS,06043500,362,A
2005-11-15,USGS,06043500,286,A
2005-11-16,USGS,06043500,321,A
2005-11-17,USGS,06043500,337,A
2005-11-18,USGS,06043500,308,A
2005-11-19,USGS,06043500,332,A
2005-11-20,USGS,06043500,305,A
2005-11-21,USGS,06043500,308,A
2005-11-22,USGS,06043500,312,A
2005-11-23,USGS,06043500,309,A
2005-11-24,USGS,06043500,305,A
2005-11-25,USGS,06043500,303,A
2005-11-26,USGS,06043500,339,A
2005-11-27,USGS,06043500,328,A
2005-11-28,USGS,06043500,312,A
2005-11-29,USGS,06043500,281,A
2005-11-30,USGS,06043500,312,A
2005-12-01,USGS,06043500,276,A
2005-12-02,USGS,06043500,310,A
2005-12-03,USGS,06043500,292,A
2005-12-04,USGS,06043500,284,A
2005-12-05,USGS,06043500,256,A
2005-12-06,USGS,06043500,226,A
2005-12-07,USGS,06043500,189,A
2005-12-08,USGS,06043500,210,A
2005-12-09,USGS,06043500,251,A
2005-12-10,USGS,06043500,288,A
2005-12-11,USGS,06043500,298,A
2005-12-12,USGS,06043500,283,A
2005-12-13,USGS,06043500,297,A
2005-12-14,USGS,06043500,281,A
2005-12-15,USGS,06043500,261,A
2005-12-16,USGS,06043500,250,A:e
2005-12-17,USGS,06043500,220,A:e
2005-12-18,USGS,06043500,200,A:e
2005-12-19,USGS,06043500,230,A:e
2005-12-20,USGS,06043500,280,A:e
2005-12-21,USGS,06043500,306,A
2005-12-22,USGS,06043500,327,A
2005-12-23,USGS,06043500,298,A
2005-12-24,USGS,06043500,276,A
2005-12-25,USGS,06043500,276,A
2005-12-26,USGS,06043500,281,A
2005-12-27,USGS,06043500,287,A
2005-12-28,USGS,06043500,295,A
2005-12-29,USGS,06043500,318,A
2005-12-30,USGS,06043500,292,A
2005-12-31,USGS,06043500,295,A
2006-01-01,USGS,06043500,302,A
2006-01-02,USGS,06043500,300,A
2006-01-03,USGS,06043500,302,A
2006-01-04,USGS,06043500,294,A
2006-01-05,USGS,06043500,268,A
2006-01-06,USGS,06043500,268,A
2006-01-07,USGS,06043500,268,A
2006-01-08,USGS,06043500,296,A
2006-01-09,USGS,06043500,272,A
2006-01-10,USGS,06043500,281,A
2006-01-11,USGS,06043500,278,A
2006-01-12,USGS,06043500,275,A
2006-01-13,USGS,06043500,258,A
2006-01-14,USGS,06043500,271,A
2006-01-15,USGS,06043500,286,A
2006-01-16,USGS,06043500,259,A
2006-01-17,USGS,06043500,255,A
2006-01-18,USGS,06043500,262,A
2006-01-19,USGS,06043500,257,A
2006-01-20,USGS,06043500,255,A
2006-01-21,USGS,06043500,262,A
2006-01-22,USGS,06043500,235,A
2006-01-23,USGS,06043500,261,A
2006-01-24,USGS,06043500,245,A
2006-01-25,USGS,06043500,243,A
2006-01-26,USGS,06043500,252,A
2006-01-27,USGS,06043500,258,A
2006-01-28,USGS,06043500,257,A
2006-01-29,USGS,06043500,258,A
2006-01-30,USGS,06043500,262,A
2006-01-31,USGS,06043500,266,A
2006-02-01,USGS,06043500,265,A
2006-02-02,USGS,06043500,261,A
2006-02-03,USGS,06043500,260,A
2006-02-04,USGS,06043500,258,A
2006-02-05,USGS,06043500,266,A
2006-02-06,USGS,06043500,252,A
2006-02-07,USGS,06043500,251,A
2006-02-08,USGS,06043500,251,A
2006-02-09,USGS,06043500,258,A
2006-02-10,USGS,06043500,251,A
2006-02-11,USGS,06043500,226,A
2006-02-12,USGS,06043500,238,A
2006-02-13,USGS,06043500,254,A
2006-02-14,USGS,06043500,263,A
2006-02-15,USGS,06043500,254,A
2006-02-16,USGS,06043500,220,A:e
2006-02-17,USGS,06043500,190,A:e
2006-02-18,USGS,06043500,180,A:e
2006-02-19,USGS,06043500,200,A:e
2006-02-20,USGS,06043500,240,A
2006-02-21,USGS,06043500,246,A
2006-02-22,USGS,06043500,247,A
2006-02-23,USGS,06043500,248,A
2006-02-24,USGS,06043500,247,A
2006-02-25,USGS,06043500,242,A
2006-02-26,USGS,06043500,241,A
2006-02-27,USGS,06043500,249,A
2006-02-28,USGS,06043500,270,A
2006-03-01,USGS,06043500,276,A
2006-03-02,USGS,06043500,253,A
2006-03-03,USGS,06043500,252,A
2006-03-04,USGS,06043500,263,A
2006-03-05,USGS,06043500,252,A
2006-03-06,USGS,06043500,253,A
2006-03-07,USGS,06043500,261,A
2006-03-08,USGS,06043500,261,A
2006-03-09,USGS,06043500,261,A
2006-03-10,USGS,06043500,239,A
2006-03-11,USGS,06043500,218,A
2006-03-12,USGS,06043500,242,A
2006-03-13,USGS,06043500,232,A
2006-03-14,USGS,06043500,238,A
2006-03-15,USGS,06043500,253,A
2006-03-16,USGS,06043500,242,A
2006-03-17,USGS,06043500,249,A
2006-03-18,USGS,06043500,256,A
2006-03-19,USGS,06043500,256,A
2006-03-20,USGS,06043500,246,A
2006-03-21,USGS,06043500,245,A
2006-03-22,USGS,06043500,256,A
2006-03-23,USGS,06043500,249,A
2006-03-24,USGS,06043500,256,A
2006-03-25,USGS,06043500,265,A
2006-03-26,USGS,06043500,288,A
2006-03-27,USGS,06043500,258,A
2006-03-28,USGS,06043500,265,A
2006-03-29,USGS,06043500,282,A
2006-03-30,USGS,06043500,299,A
2006-03-31,USGS,06043500,287,A
2006-04-01,USGS,06043500,291,A
2006-04-02,USGS,06043500,296,A
2006-04-03,USGS,06043500,288,A
2006-04-04,USGS,06043500,324,A
2006-04-05,USGS,06043500,407,A
2006-04-06,USGS,06043500,531,A
2006-04-07,USGS,06043500,435,A
2006-04-08,USGS,06043500,421,A
2006-04-09,USGS,06043500,452,A
2006-04-10,USGS,06043500,460,A
2006-04-11,USGS,06043500,432,A
2006-04-12,USGS,06043500,423,A
2006-04-13,USGS,06043500,512,A
2006-04-14,USGS,06043500,627,A
2006-04-15,USGS,06043500,667,A
2006-04-16,USGS,06043500,777,A
2006-04-17,USGS,06043500,764,A
2006-04-18,USGS,06043500,629,A
2006-04-19,USGS,06043500,543,A
2006-04-20,USGS,06043500,544,A
2006-04-21,USGS,06043500,582,A
2006-04-22,USGS,06043500,686,A
2006-04-23,USGS,06043500,854,A
2006-04-24,USGS,06043500,759,A
2006-04-25,USGS,06043500,693,A
2006-04-26,USGS,06043500,677,A
2006-04-27,USGS,06043500,747,A
2006-04-28,USGS,06043500,781,A
2006-04-29,USGS,06043500,918,A
2006-04-30,USGS,06043500,1230,A
2006-05-01,USGS,06043500,1370,A
2006-05-02,USGS,06043500,1360,A
2006-05-03,USGS,06043500,1230,A
2006-05-04,USGS,06043500,1130,A
2006-05-05,USGS,06043500,1150,A
2006-05-06,USGS,06043500,1270,A
2006-05-07,USGS,06043500,1430,A
2006-05-08,USGS,06043500,1410,A
2006-05-09,USGS,06043500,1340,A
2006-05-10,USGS,06043500,1190,A
2006-05-11,USGS,06043500,1190,A
2006-05-12,USGS,06043500,1340,A
2006-05-13,USGS,06043500,1620,A
2006-05-14,USGS,06043500,1880,A
2006-05-15,USGS,06043500,2280,A
2006-05-16,USGS,06043500,2800,A
2006-05-17,USGS,06043500,3300,A
2006-05-18,USGS,06043500,3840,A
2006-05-19,USGS,06043500,4350,A
2006-05-20,USGS,06043500,4830,A
2006-05-21,USGS,06043500,5040,A
2006-05-22,USGS,06043500,4700,A
2006-05-23,USGS,06043500,4480,A
2006-05-24,USGS,06043500,4140,A
2006-05-25,USGS,06043500,4030,A
2006-05-26,USGS,06043500,4210,A
2006-05-27,USGS,06043500,3890,A
2006-05-28,USGS,06043500,3200,A
2006-05-29,USGS,06043500,2710,A
2006-05-30,USGS,06043500,2360,A
2006-05-31,USGS,06043500,2180,A
2006-06-01,USGS,06043500,2150,A
2006-06-02,USGS,06043500,2360,A
2006-06-03,USGS,06043500,3080,A
2006-06-04,USGS,06043500,3640,A
2006-06-05,USGS,06043500,3930,A
2006-06-06,USGS,06043500,3800,A
2006-06-07,USGS,06043500,3910,A
2006-06-08,USGS,06043500,4510,A
2006-06-09,USGS,06043500,4700,A
2006-06-10,USGS,06043500,4510,A
2006-06-11,USGS,06043500,3930,A
2006-06-12,USGS,06043500,3430,A
2006-06-13,USGS,06043500,3360,A
2006-06-14,USGS,06043500,3340,A
2006-06-15,USGS,06043500,3010,A
2006-06-16,USGS,06043500,2550,A
2006-06-17,USGS,06043500,2350,A
2006-06-18,USGS,06043500,2210,A
2006-06-19,USGS,06043500,2130,A
2006-06-20,USGS,06043500,2130,A
2006-06-21,USGS,06043500,1950,A
2006-06-22,USGS,06043500,1810,A
2006-06-23,USGS,06043500,1730,A
2006-06-24,USGS,06043500,1670,A
2006-06-25,USGS,06043500,1600,A
2006-06-26,USGS,06043500,1550,A
2006-06-27,USGS,06043500,1520,A
2006-06-28,USGS,06043500,1490,A
2006-06-29,USGS,06043500,1420,A
2006-06-30,USGS,06043500,1520,A
2006-07-01,USGS,06043500,1400,A
